"자치구","안심 주소","CCTV 용도","위도","경도","CCTV 수량","수정 일시"
"용산구","교행09-25(00) (한강로1가 286 삼각지역 6번 출구 앞 보도)","교행09-25(00) (한강로1가 286 삼각지역 6번 출구 앞 보도)","37.5349","126.9729","1","2022-12-01"
"용산구","교행09-26(00) (한강로3가 65-217 한강초교 정문 앞)","교행09-26(00) (한강로3가 65-217 한강초교 정문 앞)","37.5255","126.9651","1","2022-12-01"
"용산구","교행09-27(00) 20-3차(한강로3가 89 쌍용스윗닷홈 앞 삼거리)","교행09-27(00) 20-3차(한강로3가 89 쌍용스윗닷홈 앞 삼거리)","37.5239","126.9640","1","2022-12-01"
"용산구","교행09-35(00) 20-2차(한강로1가 257-9 용산초교 옆 골목)","교행09-35(00) 20-2차(한강로1가 257-9 용산초교 옆 골목)","37.5357","126.9728","1","2022-12-01"
"용산구","교행10-28(00) 21-1차(이촌1동 301-27 신용산초교 용강중 사이 길)","교행10-28(00) 21-1차(이촌1동 301-27 신용산초교 용강중 사이 길)","37.5209","126.9754","1","2022-12-01"
"용산구","교행10-29(00) 21-1차(이촌1동 300-326 중경고 진입부 삼거리)","교행10-29(00) 21-1차(이촌1동 300-326 중경고 진입부 삼거리)","37.5184","126.9768","1","2022-12-01"
"용산구","교행10-30(A1) (이촌로89길 50 한강교회 정문)","교행10-30(A1) (이촌로89길 50 한강교회 정문)","37.5193","126.9811","1","2022-12-01"
"용산구","교행10-31(00) 20-2차(이촌1동 302-90 장미맨션 앞 보도)","교행10-31(00) 20-2차(이촌1동 302-90 장미맨션 앞 보도)","37.5205","126.9674","1","2022-12-01"
"용산구","교행10-38(00) (이촌동 402 원유치원 앞)","교행10-38(00) (이촌동 402 원유치원 앞)","37.5198","126.9767","1","2022-12-01"
"용산구","교행12-15(00) 21-1차(이태원1동 18-8 보광초교 정문 옆 보도)","교행12-15(00) 21-1차(이태원1동 18-8 보광초교 정문 옆 보도)","37.5322","126.9960","1","2022-12-01"
"용산구","교행12-24(00) 21-1차(이태원동 15-22 보광초교 앞 골목)","교행12-24(00) 21-1차(이태원동 15-22 보광초교 앞 골목)","37.5318","126.9962","1","2022-12-01"
"용산구","교행12-29(00) (이태원동 455-52 편의점 맞은편)","교행12-29(00) (이태원동 455-52 편의점 맞은편)","37.5344","126.9889","1","2022-12-01"
"용산구","교행13-30(00) (이태원동 260-119)","교행13-30(00) (이태원동 260-119)","37.5413","126.9910","1","2022-12-01"
"용산구","교행13-31(00) (이태원동 411 이태원초교)","교행13-31(00) (이태원동 411 이태원초교)","37.5368","126.9876","1","2022-12-01"
"용산구","교행13-39(00) (이태원동 249-17 부동산 옆 전주)","교행13-39(00) (이태원동 249-17 부동산 옆 전주)","37.5409","126.9916","1","2022-12-01"
"용산구","교행13-39(A1) (회나무로13가길 37-6)","교행13-39(A1) (회나무로13가길 37-6)","37.5412","126.9917","1","2022-12-01"
"용산구","교행13-39(B1) (회나무로13가길 28)","교행13-39(B1) (회나무로13가길 28)","37.5409","126.9911","1","2022-12-01"
"용산구","교행13-39(C1) (이태원2동 253-7)","교행13-39(C1) (이태원2동 253-7)","37.5408","126.9906","1","2022-12-01"
"용산구","교행14-19(00) (한남동 726-332 건너편 삼거리)","교행14-19(00) (한남동 726-332 건너편 삼거리)","37.5449","127.0033","1","2022-12-01"
"용산구","교행14-20(00) (한남동 726-402 건너편 삼거리)","교행14-20(00) (한남동 726-402 건너편 삼거리)","37.5453","127.0030","1","2022-12-01"
"용산구","교행14-21(00) (한남동 726-343(동))","교행14-21(00) (한남동 726-343(동))","37.5441","127.0038","1","2022-12-01"
"용산구","교행14-22(00) (한남동 726-347(서) 앞 사거리)","교행14-22(00) (한남동 726-347(서) 앞 사거리)","37.5442","127.0035","1","2022-12-01"
"용산구","교행14-23(00) (한남동 791-4 맞은편)","교행14-23(00) (한남동 791-4 맞은편)","37.5435","127.0027","1","2022-12-01"
"용산구","교행14-24(00) (한남동 788-7 맞은편)","교행14-24(00) (한남동 788-7 맞은편)","37.5430","127.0034","1","2022-12-01"
"용산구","교행14-25(00) (한남동 794-8 맞은편)","교행14-25(00) (한남동 794-8 맞은편)","37.5425","127.0029","1","2022-12-01"
"용산구","교행14-26(00) (한남동 791-9 맞은편)","교행14-26(00) (한남동 791-9 맞은편)","37.5431","127.0022","1","2022-12-01"
"용산구","교행14-27(00) (한남동 789-6 사거리)","교행14-27(00) (한남동 789-6 사거리)","37.5430","127.0030","1","2022-12-01"
"용산구","교행14-28(00) (한남동 726-380)","교행14-28(00) (한남동 726-380)","37.5444","127.0025","1","2022-12-01"
"용산구","교행14-39(00) 21-1차(한남동 산 10-214 용산국제학교 정문 앞)","교행14-39(00) 21-1차(한남동 산 10-214 용산국제학교 정문 앞)","37.5399","127.0016","1","2022-12-01"
"용산구","교행14-61(00) (한남동 723-5 한남초교)","교행14-61(00) (한남동 723-5 한남초교)","37.5383","127.0059","1","2022-12-01"
"용산구","교행14-68(00) (한남동 685-43 한남동 주민센터 앞)","교행14-68(00) (한남동 685-43 한남동 주민센터 앞)","37.5346","127.0007","1","2022-12-01"
"용산구","교행14-77(00) (한남동 726-542 맑은숲어린이집 뒷길)","교행14-77(00) (한남동 726-542 맑은숲어린이집 뒷길)","37.5447","127.0036","1","2022-12-01"
"용산구","교행15-19(00) 20-2차(서빙고동 4-26 서빙고초교 후문 앞)","교행15-19(00) 20-2차(서빙고동 4-26 서빙고초교 후문 앞)","37.5218","126.9929","1","2022-12-01"
"용산구","교행15-20(00) 21-1차(동빙고동 7-8 동빙고어린이집 앞)","교행15-20(00) 21-1차(동빙고동 7-8 동빙고어린이집 앞)","37.5234","126.9941","1","2022-12-01"
"용산구","교행15-24(00) 20-3차(서빙고동 4-18 서빙고초교)","교행15-24(00) 20-3차(서빙고동 4-18 서빙고초교)","37.5224","126.9925","1","2022-12-01"
"용산구","교행15-25(00) 21-1차(동빙고동 254-4 동빙고어린이집)","교행15-25(00) 21-1차(동빙고동 254-4 동빙고어린이집)","37.5231","126.9951","1","2022-12-01"
"용산구","교행15-25(A1) 21-1차(동빙고동 250-2)","교행15-25(A1) 21-1차(동빙고동 250-2)","37.5228","126.9949","1","2022-12-01"
"용산구","교행16-19(00) 20-3차(보광동 253-44 성심유치원 진입부)","교행16-19(00) 20-3차(보광동 253-44 성심유치원 진입부)","37.5284","126.9996","1","2022-12-01"
"용산구","교행16-29(00) 21-1차(보광로12가길 22 보광어린이집 아래쪽)","교행16-29(00) 21-1차(보광로12가길 22 보광어린이집 아래쪽)","37.5277","127.0011","1","2022-12-01"
"용산구","교행16-32(00) (보광동 265-244)","교행16-32(00) (보광동 265-244)","37.5314","126.9971","1","2022-12-01"
"용산구","교행16-33(00) (보광동 260-40 성심유치원 진입부)","교행16-33(00) (보광동 260-40 성심유치원 진입부)","37.5285","127.0001","1","2022-12-01"
"용산구","자치01-01(00) (후암동 30-93 이지스빌 앞)","자치01-01(00) (후암동 30-93 이지스빌 앞)","37.5516","126.9789","1","2022-12-01"
"용산구","자치01-01(A1) (후암동 30-30 이지스빌 앞)","자치01-01(A1) (후암동 30-30 이지스빌 앞)","37.5516","126.9788","1","2022-12-01"
"용산구","자치01-02(00) (후암동 123-16 삼인리치하우스 앞)","자치01-02(00) (후암동 123-16 삼인리치하우스 앞)","37.5493","126.9749","1","2022-12-01"
"용산구","자치01-02(A1) 19-1차(후암동 123-2 금성교회 앞)","자치01-02(A1) 19-1차(후암동 123-2 금성교회 앞)","37.5498","126.9754","1","2022-12-01"
"용산구","자치01-03(00) (후암동 160-1 후암어린이집 코너)","자치01-03(00) (후암동 160-1 후암어린이집 코너)","37.5476","126.9758","1","2022-12-01"
"용산구","자치01-04(00) (후암동 167-2 거주자우선주차지역)","자치01-04(00) (후암동 167-2 거주자우선주차지역)","37.5465","126.9751","1","2022-12-01"
"용산구","자치01-05(00) (후암동 244-99 화인힐빌라 코너)","자치01-05(00) (후암동 244-99 화인힐빌라 코너)","37.5485","126.9793","1","2022-12-01"
"용산구","자치01-06(00) (후암동 280-5)","자치01-06(00) (후암동 280-5)","37.5476","126.9801","1","2022-12-01"
"용산구","자치01-06(A1) (후암동 283-2)","자치01-06(A1) (후암동 283-2)","37.5480","126.9802","1","2022-12-01"
"용산구","자치01-07(00) (후암동 302 신주에지앙 뒤쪽 담벼락)","자치01-07(00) (후암동 302 신주에지앙 뒤쪽 담벼락)","37.5492","126.9803","1","2022-12-01"
"용산구","자치01-08(00) (후암동 358-63 출입문 코너)","자치01-08(00) (후암동 358-63 출입문 코너)","37.5496","126.9825","1","2022-12-01"
"용산구","자치01-09(00) (후암동 1-14 후암제일교회 앞)","자치01-09(00) (후암동 1-14 후암제일교회 앞)","37.5525","126.9768","1","2022-12-01"
"용산구","자치01-10(00) 20-2차(후암동 406-109 남산중앙교회 맞은편)","자치01-10(00) 20-2차(후암동 406-109 남산중앙교회 맞은편)","37.5482","126.9839","1","2022-12-01"
"용산구","자치01-10(A1) 20-2차(후암동 406-41 맞은편)","자치01-10(A1) 20-2차(후암동 406-41 맞은편)","37.5480","126.9841","1","2022-12-01"
"용산구","자치01-11(00) (후암동 404-61 옆 인도)","자치01-11(00) (후암동 404-61 옆 인도)","37.5472","126.9818","1","2022-12-01"
"용산구","자치01-12(00) 20-2차(후암동 436-2 오페라하우스 9차 앞 도로)","자치01-12(00) 20-2차(후암동 436-2 오페라하우스 9차 앞 도로)","37.5532","126.9787","1","2022-12-01"
"용산구","자치01-15(00) (후암동 409-54 경찰 이동식 카메라)","자치01-15(00) (후암동 409-54 경찰 이동식 카메라)","37.5470","126.9841","1","2022-12-01"
"용산구","자치01-18(00) (후암동 25-1 우체국 뒤)","자치01-18(00) (후암동 25-1 우체국 뒤)","37.5511","126.9774","1","2022-12-01"
"용산구","자치01-19(00) (후암동 403-3 삼성하이츠)","자치01-19(00) (후암동 403-3 삼성하이츠)","37.5481","126.9820","1","2022-12-01"
"용산구","자치01-19(A1) (후암동 394-7)","자치01-19(A1) (후암동 394-7)","37.5480","126.9815","1","2022-12-01"
"용산구","자치01-20(00) (후암동 55-12 미플러스빌 옆 전주)","자치01-20(00) (후암동 55-12 미플러스빌 옆 전주)","37.5498","126.9794","1","2022-12-01"
"용산구","자치01-21(00) (후암동 410-26 고지대 난간 옆 전주)","자치01-21(00) (후암동 410-26 고지대 난간 옆 전주)","37.5471","126.9828","1","2022-12-01"
"용산구","자치01-22(00) (후암동 142-103 후암빌라 옆)","자치01-22(00) (후암동 142-103 후암빌라 옆)","37.5481","126.9749","1","2022-12-01"
"용산구","자치02-01(A1) (용산동2가 1-242)","자치02-01(A1) (용산동2가 1-242)","37.5460","126.9833","1","2022-12-01"
"용산구","자치01-23(00) (후암동 448-158 맞은편 담벼락 혜심원 주변)","자치01-23(00) (후암동 448-158 맞은편 담벼락 혜심원 주변)","37.5537","126.9777","1","2022-12-01"
"용산구","자치01-24(00) (후암동 116-21  소비자유통 앞)","자치01-24(00) (후암동 116-21  소비자유통 앞)","37.5491","126.9761","1","2022-12-01"
"용산구","자치01-24(A1) (후암동 128-7)","자치01-24(A1) (후암동 128-7)","37.5488","126.9755","1","2022-12-01"
"용산구","자치01-24(B1) 21-2차(후암동 129 행남팰리스 앞)","자치01-24(B1) 21-2차(후암동 129 행남팰리스 앞)","37.5490","126.9761","1","2022-12-01"
"용산구","자치01-25(00) (후암동 95-3  부동산 앞 미주아파트 입구)","자치01-25(00) (후암동 95-3  부동산 앞 미주아파트 입구)","37.5522","126.9767","1","2022-12-01"
"용산구","자치01-30(00) (후암동 192-9 주택 앞)","자치01-30(00) (후암동 192-9 주택 앞)","37.5466","126.9771","1","2022-12-01"
"용산구","자치01-31(00) (후암동 358-13 주택 앞)","자치01-31(00) (후암동 358-13 주택 앞)","37.5496","126.9831","1","2022-12-01"
"용산구","자치01-32(00) (후암동 368 영락보린원 뒷골목)","자치01-32(00) (후암동 368 영락보린원 뒷골목)","37.5489","126.9815","1","2022-12-01"
"용산구","자치01-32(A1) (후암로28길 88)","자치01-32(A1) (후암로28길 88)","37.5486","126.9819","1","2022-12-01"
"용산구","자치01-32(B1) (후암로4길 66)","자치01-32(B1) (후암로4길 66)","37.5485","126.9808","1","2022-12-01"
"용산구","자치01-32(C1) (후암로4길 65)","자치01-32(C1) (후암로4길 65)","37.5485","126.9807","1","2022-12-01"
"용산구","자치01-34(00) (후암동 56-38 후암로28길 11 대문 옆)","자치01-34(00) (후암동 56-38 후암로28길 11 대문 옆)","37.5499","126.9781","1","2022-12-01"
"용산구","자치01-35(00) (후암동 254-14 주택 앞)","자치01-35(00) (후암동 254-14 주택 앞)","37.5470","126.9795","1","2022-12-01"
"용산구","자치01-36(00) (후암동 102-59 한아름마트 맞은 편)","자치01-36(00) (후암동 102-59 한아름마트 맞은 편)","37.5505","126.9761","1","2022-12-01"
"용산구","자치01-36(A1) (한강대로104길 67)","자치01-36(A1) (한강대로104길 67)","37.5501","126.9760","1","2022-12-01"
"용산구","자치01-37(00) (후암동 60-27 노바펠리스 앞)","자치01-37(00) (후암동 60-27 노바펠리스 앞)","37.5504","126.9785","1","2022-12-01"
"용산구","자치01-38(00) (후암동 59-26 세탁소 맞은편)","자치01-38(00) (후암동 59-26 세탁소 맞은편)","37.5509","126.9798","1","2022-12-01"
"용산구","자치01-39(00)  21-1차(후암동 143-53 주택 삼거리)","자치01-39(00)  21-1차(후암동 143-53 주택 삼거리)","37.5482","126.9737","1","2022-12-01"
"용산구","자치01-40(00)  21-1차(후암동 400-104 새말경로당 앞)","자치01-40(00)  21-1차(후암동 400-104 새말경로당 앞)","37.5485","126.9830","1","2022-12-01"
"용산구","자치01-42(00)  21-1차(후암동 8 거주자우선주차구역 옆)","자치01-42(00)  21-1차(후암동 8 거주자우선주차구역 옆)","37.5517","126.9772","1","2022-12-01"
"용산구","자치01-44(00)  21-1차(신흥로36가길 11 (후암동 409-136))","자치01-44(00)  21-1차(신흥로36가길 11 (후암동 409-136))","37.5464","126.9827","1","2022-12-01"
"용산구","자치01-48(00) (동자동 19-118 남영빌딩)","자치01-48(00) (동자동 19-118 남영빌딩)","37.5504","126.9749","1","2022-12-01"
"용산구","자치01-48(A1) (한강대로104다길 9)","자치01-48(A1) (한강대로104다길 9)","37.5502","126.9749","1","2022-12-01"
"용산구","자치01-49(00) (후암로44길 24 (후암동 1-27))","자치01-49(00) (후암로44길 24 (후암동 1-27))","37.5525","126.9779","1","2022-12-01"
"용산구","자치01-50(00) (후암로15길 41 코너 삼거리)","자치01-50(00) (후암로15길 41 코너 삼거리)","37.5495","126.9769","1","2022-12-01"
"용산구","자치01-54(00) (후암동 164-40 드림빌리지 앞 사거리)","자치01-54(00) (후암동 164-40 드림빌리지 앞 사거리)","37.5468","126.9749","1","2022-12-01"
"용산구","자치01-54(A1) (후암동 156-5 다가구주택 삼거리)","자치01-54(A1) (후암동 156-5 다가구주택 삼거리)","37.5473","126.9752","1","2022-12-01"
"용산구","자치01-55(00) 20-2차(후암동 406-48)","자치01-55(00) 20-2차(후암동 406-48)","37.5476","126.9842","1","2022-12-01"
"용산구","자치01-56(00) 20-2차(후암동 402-1 대호빌라 옆)","자치01-56(00) 20-2차(후암동 402-1 대호빌라 옆)","37.5483","126.9824","1","2022-12-01"
"용산구","자치01-56(A1) 20-1차(후암동 400-47)","자치01-56(A1) 20-1차(후암동 400-47)","37.5483","126.9829","1","2022-12-01"
"용산구","자치01-57(00) 20-2차(후암동 406-12)","자치01-57(00) 20-2차(후암동 406-12)","37.5475","126.9833","1","2022-12-01"
"용산구","자치01-57(A1) 20-2차(두텁바위로 47길 33)","자치01-57(A1) 20-2차(두텁바위로 47길 33)","37.5477","126.9834","1","2022-12-01"
"용산구","자치01-58(00) 21-2차(후암동 264-7 무지개음악원)","자치01-58(00) 21-2차(후암동 264-7 무지개음악원)","37.5469","126.9805","1","2022-12-01"
"용산구","자치01-59(00) 21-2차(후암동 409-125  다세대주택 옆)","자치01-59(00) 21-2차(후암동 409-125  다세대주택 옆)","37.5467","126.9830","1","2022-12-01"
"용산구","자치01-59(A1) 21-2차(후암동 409-125  다세대주택 옆)","자치01-59(A1) 21-2차(후암동 409-125  다세대주택 옆)","37.5467","126.9831","1","2022-12-01"
"용산구","자치01-60(00) 21-2차(후암동 30-68 우방힐하우스 앞)","자치01-60(00) 21-2차(후암동 30-68 우방힐하우스 앞)","37.5520","126.9791","1","2022-12-01"
"용산구","자치01-60(A1) 21-2차(후암동 30-144 삼원주택 앞)","자치01-60(A1) 21-2차(후암동 30-144 삼원주택 앞)","37.5518","126.9793","1","2022-12-01"
"용산구","자치01-61(00) 21-2차(후암동 143-4 힐탑빌리지 앞)","자치01-61(00) 21-2차(후암동 143-4 힐탑빌리지 앞)","37.5488","126.9745","1","2022-12-01"
"용산구","자치01-62(00) 21-2차(후암동 105-48)","자치01-62(00) 21-2차(후암동 105-48)","37.5484","126.9772","1","2022-12-01"
"용산구","자치01-63(00) 21-2차(후암동 297-4 스카이빌라 앞)","자치01-63(00) 21-2차(후암동 297-4 스카이빌라 앞)","37.5484","126.9798","1","2022-12-01"
"용산구","자치01-64(00) 21-2차(후암동 445-11 루터서점 앞)","자치01-64(00) 21-2차(후암동 445-11 루터서점 앞)","37.5536","126.9765","1","2022-12-01"
"용산구","자치02-01(00) (용산동2가 1-1652 삼거리)","자치02-01(00) (용산동2가 1-1652 삼거리)","37.5458","126.9831","1","2022-12-01"
"용산구","자치02-02(00) (용산동2가 1-645 담벼락 옆)","자치02-02(00) (용산동2가 1-645 담벼락 옆)","37.5459","126.9844","1","2022-12-01"
"용산구","자치02-03(00) (용산동2가 5-1657 보성여고 정문 옆 골목)","자치02-03(00) (용산동2가 5-1657 보성여고 정문 옆 골목)","37.5426","126.9839","1","2022-12-01"
"용산구","자치02-04(00) (용산동2가 5-1927 중앙빌라 앞)","자치02-04(00) (용산동2가 5-1927 중앙빌라 앞)","37.5457","126.9884","1","2022-12-01"
"용산구","자치02-05(00) 20-2차(용산동2가 5-1457 용암초교 후문 앞)","자치02-05(00) 20-2차(용산동2가 5-1457 용암초교 후문 앞)","37.5454","126.9889","1","2022-12-01"
"용산구","자치02-06(00) (효창동 136-2 효창파크KCC 스위첸아파트 뒤)","자치02-06(00) (효창동 136-2 효창파크KCC 스위첸아파트 뒤)","37.5407","126.9606","1","2022-12-01"
"용산구","자치02-07(00) 20-2차(용산동2가 23-1 나무있는 집 대문 옆)","자치02-07(00) 20-2차(용산동2가 23-1 나무있는 집 대문 옆)","37.5448","126.9870","1","2022-12-01"
"용산구","자치02-08(00) 20-2차(용산동2가 31-2 코너)","자치02-08(00) 20-2차(용산동2가 31-2 코너)","37.5442","126.9858","1","2022-12-01"
"용산구","자치02-09(00) (용산동2가 35-6 계단 옆)","자치02-09(00) (용산동2가 35-6 계단 옆)","37.5425","126.9857","1","2022-12-01"
"용산구","자치02-10(00) (용산동2가 35-28 충남슈퍼 맞은편)","자치02-10(00) (용산동2가 35-28 충남슈퍼 맞은편)","37.5431","126.9860","1","2022-12-01"
"용산구","자치02-11(00) (용산동2가 43-7 서전빌라)","자치02-11(00) (용산동2가 43-7 서전빌라)","37.5415","126.9860","1","2022-12-01"
"용산구","자치02-11(A1) (신흥로5길 14)","자치02-11(A1) (신흥로5길 14)","37.5417","126.9865","1","2022-12-01"
"용산구","자치02-12(00) (용산동2가 39-10 새마을금고 용암지점 맞은 편)","자치02-12(00) (용산동2가 39-10 새마을금고 용암지점 맞은 편)","37.5423","126.9867","1","2022-12-01"
"용산구","자치02-13(00) (용산동2가 20-17 주택 코너 삼거리)","자치02-13(00) (용산동2가 20-17 주택 코너 삼거리)","37.5447","126.9860","1","2022-12-01"
"용산구","자치02-14(00) 20-2차(용산동2가 5-1101 해방촌성당 앞 삼거리)","자치02-14(00) 20-2차(용산동2가 5-1101 해방촌성당 앞 삼거리)","37.5435","126.9842","1","2022-12-01"
"용산구","자치02-15(00) (용산동2가 43-21 주차장 앞 담벼락)","자치02-15(00) (용산동2가 43-21 주차장 앞 담벼락)","37.5412","126.9854","1","2022-12-01"
"용산구","자치02-15(A1) (신흥로3가길 34 진성슈퍼 옆)","자치02-15(A1) (신흥로3가길 34 진성슈퍼 옆)","37.5417","126.9848","1","2022-12-01"
"용산구","자치02-22(00) (용산동2가 1-1357)","자치02-22(00) (용산동2가 1-1357)","37.5440","126.9819","1","2022-12-01"
"용산구","자치02-23(00) (용산동2가 1-712 신흥교회 뒤쪽 거주자주차구역)","자치02-23(00) (용산동2가 1-712 신흥교회 뒤쪽 거주자주차구역)","37.5451","126.9830","1","2022-12-01"
"용산구","자치02-24(00) (용산동2가 32-1 출입문 옆 (해방교회 아래쪽))","자치02-24(00) (용산동2가 32-1 출입문 옆 (해방교회 아래쪽))","37.5437","126.9856","1","2022-12-01"
"용산구","자치02-25(00) (용산동2가 24-20 황제빌라 옆)","자치02-25(00) (용산동2가 24-20 황제빌라 옆)","37.5441","126.9874","1","2022-12-01"
"용산구","자치02-26(00) (용산동2가 5-212 주택가)","자치02-26(00) (용산동2가 5-212 주택가)","37.5453","126.9874","1","2022-12-01"
"용산구","자치02-27(00) (용산동2가 5-171 남산교회 옆 골목)","자치02-27(00) (용산동2가 5-171 남산교회 옆 골목)","37.5451","126.9873","1","2022-12-01"
"용산구","자치02-31(00) 20-3차(용산동2가 5-1519 뒷편 어린이보호표지판 위)","자치02-31(00) 20-3차(용산동2가 5-1519 뒷편 어린이보호표지판 위)","37.5437","126.9891","1","2022-12-01"
"용산구","자치02-32(00) (용산동2가 5-1186 보성여고 인근 골목 코너)","자치02-32(00) (용산동2가 5-1186 보성여고 인근 골목 코너)","37.5440","126.9837","1","2022-12-01"
"용산구","자치02-32(A1) (신흥로23길 8)","자치02-32(A1) (신흥로23길 8)","37.5443","126.9838","1","2022-12-01"
"용산구","자치02-32(B1) (신흥로25길 18-4 코너)","자치02-32(B1) (신흥로25길 18-4 코너)","37.5439","126.9836","1","2022-12-01"
"용산구","자치02-33(00) (용산동 47-3 거주자우선주차구역 앞)","자치02-33(00) (용산동 47-3 거주자우선주차구역 앞)","37.5429","126.9879","1","2022-12-01"
"용산구","자치02-34(00) (용산동2가 31 해방교회 앞)","자치02-34(00) (용산동2가 31 해방교회 앞)","37.5444","126.9848","1","2022-12-01"
"용산구","자치02-34(A1) 21-2차(용산동2가 19-13 새마을마트 앞)","자치02-34(A1) 21-2차(용산동2가 19-13 새마을마트 앞)","37.5447","126.9852","1","2022-12-01"
"용산구","자치02-36(00) 20-2차(용산동2가 11-17 소월길 출입계단 앞)","자치02-36(00) 20-2차(용산동2가 11-17 소월길 출입계단 앞)","37.5458","126.9863","1","2022-12-01"
"용산구","자치02-37(00) 20-2차(용산동2가 10-16 주택 앞)","자치02-37(00) 20-2차(용산동2가 10-16 주택 앞)","37.5444","126.9814","1","2022-12-01"
"용산구","자치02-37(A1) 20-2차(신흥로 127-1 랜드마크 부동산 사이)","자치02-37(A1) 20-2차(신흥로 127-1 랜드마크 부동산 사이)","37.5445","126.9818","1","2022-12-01"
"용산구","자치02-38(00) 21-1차(용산2가동 1-1485 해오름빌 정문 앞)","자치02-38(00) 21-1차(용산2가동 1-1485 해오름빌 정문 앞)","37.5454","126.9841","1","2022-12-01"
"용산구","자치02-40(00) (용산동2가 1-1695 대박부동산 코너)","자치02-40(00) (용산동2가 1-1695 대박부동산 코너)","37.5462","126.9848","1","2022-12-01"
"용산구","자치02-40(A1) (신흥로20길 22)","자치02-40(A1) (신흥로20길 22)","37.5465","126.9845","1","2022-12-01"
"용산구","자치02-41(00) (신흥로11길 7(용산동2가 37) 이레쉐르빌 앞 삼거리)","자치02-41(00) (신흥로11길 7(용산동2가 37) 이레쉐르빌 앞 삼거리)","37.5433","126.9872","1","2022-12-01"
"용산구","자치02-42(00) (용산동2가 1-414 대지부동산 뒷골목)","자치02-42(00) (용산동2가 1-414 대지부동산 뒷골목)","37.5455","126.9820","1","2022-12-01"
"용산구","자치02-42(A1) (신흥로32길 4-3 앞)","자치02-42(A1) (신흥로32길 4-3 앞)","37.5456","126.9820","1","2022-12-01"
"용산구","자치02-42(B1) (신흥로34길 5-2)","자치02-42(B1) (신흥로34길 5-2)","37.5457","126.9821","1","2022-12-01"
"용산구","자치07-22(C1) (효창동 3-117)","자치07-22(C1) (효창동 3-117)","37.5432","126.9587","1","2022-12-01"
"용산구","자치02-42(C1) (용산동2가 1-1521 보장빌라 앞)","자치02-42(C1) (용산동2가 1-1521 보장빌라 앞)","37.5457","126.9822","1","2022-12-01"
"용산구","자치02-43(00) (용산동2가 5-1807 3호터널 옆 담)","자치02-43(00) (용산동2가 5-1807 3호터널 옆 담)","37.5442","126.9882","1","2022-12-01"
"용산구","자치02-44(00) (용산동2가 43-1 삼성빌 앞) (예전자치9-28)","자치02-44(00) (용산동2가 43-1 삼성빌 앞) (예전자치9-28)","37.5415","126.9853","1","2022-12-01"
"용산구","자치02-44(A1) (신흥로3나길 5)","자치02-44(A1) (신흥로3나길 5)","37.5415","126.9853","1","2022-12-01"
"용산구","자치02-45(00) (용산동2가 1-715)","자치02-45(00) (용산동2가 1-715)","37.5451","126.9823","1","2022-12-01"
"용산구","자치02-48(00) (용산동2가 1-1419 108계단 아래쪽)","자치02-48(00) (용산동2가 1-1419 108계단 아래쪽)","37.5464","126.9819","1","2022-12-01"
"용산구","자치02-49(00) (용산동2가 1-338 108계단 위쪽)","자치02-49(00) (용산동2가 1-338 108계단 위쪽)","37.5462","126.9826","1","2022-12-01"
"용산구","자치02-49(A1) (신흥로36가길 1-2)","자치02-49(A1) (신흥로36가길 1-2)","37.5464","126.9822","1","2022-12-01"
"용산구","자치02-50(00) (용산동2가 34-30)","자치02-50(00) (용산동2가 34-30)","37.5430","126.9848","1","2022-12-01"
"용산구","자치02-51(00) (용산동2가 1-136)","자치02-51(00) (용산동2가 1-136)","37.5446","126.9833","1","2022-12-01"
"용산구","자치02-51(A1) 21-2차(용산동2가 1-1935 정일아트빌 앞)","자치02-51(A1) 21-2차(용산동2가 1-1935 정일아트빌 앞)","37.5448","126.9834","1","2022-12-01"
"용산구","자치02-52(00) (용산동2가 1-130)","자치02-52(00) (용산동2가 1-130)","37.5441","126.9824","1","2022-12-01"
"용산구","자치02-53(00) (용산동2가 1-1349)","자치02-53(00) (용산동2가 1-1349)","37.5443","126.9823","1","2022-12-01"
"용산구","자치02-54(00) 20-2차(용산2가동 22-16 전주 옆)","자치02-54(00) 20-2차(용산2가동 22-16 전주 옆)","37.5438","126.9868","1","2022-12-01"
"용산구","자치02-55(00) 20-2차(용산동2가 1-173 반석빌라 옆)","자치02-55(00) 20-2차(용산동2가 1-173 반석빌라 옆)","37.5464","126.9838","1","2022-12-01"
"용산구","자치02-55(A1) 20-1차(후암동 409-66)","자치02-55(A1) 20-1차(후암동 409-66)","37.5468","126.9837","1","2022-12-01"
"용산구","자치02-56(00) 20-3차(용산동2가 24-8 황제빌라 뒤쪽 골목)","자치02-56(00) 20-3차(용산동2가 24-8 황제빌라 뒤쪽 골목)","37.5441","126.9879","1","2022-12-01"
"용산구","자치02-57(00) 20-3차(용산동2가 1-219 대영빌라 사거리)","자치02-57(00) 20-3차(용산동2가 1-219 대영빌라 사거리)","37.5456","126.9837","1","2022-12-01"
"용산구","자치02-58(00) 21-2차(용산동2가 5-22 다세대주택 앞)","자치02-58(00) 21-2차(용산동2가 5-22 다세대주택 앞)","37.5416","126.9845","1","2022-12-01"
"용산구","자치03-01(00) 20-2차(갈월동 6-11 대동슈퍼 앞)","자치03-01(00) 20-2차(갈월동 6-11 대동슈퍼 앞)","37.5492","126.9732","1","2022-12-01"
